Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Payment_Mode,Status,Channel,Merchant_ID
TXN004285,CUST4285,3/25/2024,Purchase,556.84,Credit Card,Success,Online,M675
TXN004286,CUST4286,12/27/2024,Purchase,599.28,Cash,Success,In-store,M611
TXN004287,CUST4287,1/24/2025,Purchase,873.19,Debit Card,Success,Online,M590
TXN004288,CUST4288,2/5/2025,Purchase,581.21,Debit Card,Success,Online,M187
TXN004289,CUST4289,1/15/2025,Purchase,352.03,Cash,Success,Online,M961
TXN004290,CUST4290,6/11/2024,Refund,804.98,UPI,Success,Online,M441
TXN004291,CUST4291,5/7/2023,Purchase,544.88,Debit Card,Success,Online,M424
TXN004292,CUST4292,6/3/2024,Purchase,88.49,Credit Card,Success,Online,M819
TXN004293,CUST4293,9/21/2023,Purchase,570.19,UPI,Success,Online,M456
TXN004294,CUST4294,2/4/2025,Purchase,908.94,Credit Card,Failed,Online,M708
TXN004295,CUST4295,1/30/2024,Purchase,402.35,Debit Card,Success,In-store,M791
TXN004296,CUST4296,5/3/2024,Purchase,303.36,Cash,Success,In-store,M775
TXN004297,CUST4297,10/6/2024,Purchase,152.03,Debit Card,Success,In-store,M900
TXN004298,CUST4298,10/18/2023,Purchase,159.93,UPI,Success,In-store,M810
TXN004299,CUST4299,6/28/2023,Purchase,438.44,Debit Card,Success,Online,M157
TXN004300,CUST4300,1/2/2024,Purchase,599.72,Credit Card,Success,Online,M889
TXN004301,CUST4301,1/23/2025,Purchase,89.81,Debit Card,Success,Online,M755
TXN004302,CUST4302,7/28/2024,Purchase,940.17,Credit Card,Success,Online,M497
TXN004303,CUST4303,12/2/2024,Purchase,757.58,Credit Card,Success,In-store,M815
TXN004304,CUST4304,8/21/2024,Purchase,590.76,Cash,Success,In-store,M270
TXN004305,CUST4305,7/8/2024,Purchase,830.15,Credit Card,Success,Online,M898
TXN004306,CUST4306,10/26/2023,Purchase,89.38,Cash,Success,In-store,M593
TXN004307,CUST4307,3/9/2025,Purchase,482.07,Credit Card,Success,Online,M643
TXN004308,CUST4308,9/22/2024,Refund,633.79,Credit Card,Success,Online,M590
TXN004309,CUST4309,1/26/2025,Purchase,830.37,UPI,Failed,Online,M724
TXN004310,CUST4310,4/12/2025,Purchase,785.63,Cash,Success,Online,M153
TXN004311,CUST4311,12/24/2024,Purchase,284.3,Cash,Success,Online,M275
TXN004312,CUST4312,10/24/2024,Purchase,941.47,Cash,Success,Online,M464
TXN004313,CUST4313,10/4/2023,Purchase,133.1,Credit Card,Failed,In-store,M690
TXN004314,CUST4314,9/15/2023,Purchase,876.38,Credit Card,Success,In-store,M200
TXN004315,CUST4315,4/23/2024,Purchase,971.23,UPI,Success,Online,M804
TXN004316,CUST4316,10/20/2023,Purchase,185.38,Cash,Success,In-store,M255
TXN004317,CUST4317,12/9/2023,Purchase,724.85,Cash,Success,Online,M116
TXN004318,CUST4318,12/18/2023,Purchase,49.88,Cash,Success,Online,M830
TXN004319,CUST4319,3/4/2025,Purchase,411.37,UPI,Success,Online,M847
TXN004320,CUST4320,5/14/2024,Purchase,521.12,Credit Card,Success,Online,M372
TXN004321,CUST4321,1/13/2024,Purchase,584.84,Credit Card,Success,Online,M499
TXN004322,CUST4322,5/24/2023,Purchase,936.58,Credit Card,Failed,Online,M341
TXN004323,CUST4323,8/15/2024,Purchase,675.53,Credit Card,Failed,Online,M579
TXN004324,CUST4324,8/18/2024,Purchase,486.47,Cash,Success,In-store,M272
TXN004325,CUST4325,11/26/2023,Purchase,811.58,UPI,Success,Online,M219
TXN004326,CUST4326,5/22/2024,Refund,951.03,UPI,Success,Online,M522
TXN004327,CUST4327,11/2/2024,Purchase,31.85,Debit Card,Success,Online,M282
TXN004328,CUST4328,10/22/2024,Purchase,982.7,Debit Card,Success,Online,M841
TXN004329,CUST4329,3/5/2024,Purchase,95.27,Cash,Success,Online,M506
TXN004330,CUST4330,6/15/2023,Purchase,816.24,Cash,Success,Online,M504
TXN004331,CUST4331,2/28/2025,Refund,287.53,Debit Card,Success,Online,M842
TXN004332,CUST4332,11/8/2024,Purchase,140.86,Credit Card,Success,In-store,M123
TXN004333,CUST4333,11/14/2023,Purchase,445.46,Cash,Success,Online,M321
TXN004334,CUST4334,2/15/2024,Purchase,647.52,Credit Card,Success,Online,M249
TXN004335,CUST4335,10/26/2024,Purchase,387.14,Debit Card,Success,Online,M294
TXN004336,CUST4336,10/31/2023,Purchase,64.02,UPI,Success,Online,M431
TXN004337,CUST4337,12/11/2023,Purchase,603.47,UPI,Success,Online,M620
TXN004338,CUST4338,2/7/2025,Purchase,903.38,Cash,Success,Online,M404
TXN004339,CUST4339,2/15/2024,Refund,389.38,Debit Card,Success,Online,M174
TXN004340,CUST4340,5/27/2023,Refund,224.17,UPI,Success,Online,M648
TXN004341,CUST4341,5/19/2024,Purchase,448.15,Debit Card,Success,In-store,M915
TXN004342,CUST4342,9/30/2024,Purchase,57.88,Debit Card,Success,In-store,M106
TXN004343,CUST4343,12/20/2024,Purchase,822.28,Debit Card,Success,Online,M279
TXN004344,CUST4344,7/23/2024,Purchase,828.08,Credit Card,Success,Online,M737
TXN004345,CUST4345,6/25/2024,Purchase,592.12,UPI,Success,Online,M427
TXN004346,CUST4346,4/16/2024,Refund,359.57,UPI,Success,Online,M452
TXN004347,CUST4347,8/10/2024,Purchase,801.79,Cash,Success,Online,M773
TXN004348,CUST4348,8/21/2023,Purchase,559.14,Cash,Success,Online,M734
TXN004349,CUST4349,8/7/2024,Purchase,827.67,Credit Card,Success,Online,M703
TXN004350,CUST4350,2/11/2024,Purchase,635.14,Credit Card,Success,In-store,M681
TXN004351,CUST4351,7/28/2023,Purchase,786.56,Debit Card,Failed,Online,M601
TXN004352,CUST4352,6/4/2023,Purchase,602.58,Debit Card,Success,Online,M579
TXN004353,CUST4353,11/26/2024,Purchase,420,Credit Card,Success,In-store,M888
TXN004354,CUST4354,5/18/2024,Purchase,958.37,UPI,Success,Online,M332
TXN004355,CUST4355,11/24/2023,Purchase,545.7,Debit Card,Success,Online,M838
TXN004356,CUST4356,3/22/2025,Purchase,609.04,UPI,Success,Online,M566
TXN004357,CUST4357,9/3/2024,Purchase,228.28,Credit Card,Success,In-store,M915
TXN004358,CUST4358,5/28/2023,Refund,629.39,Debit Card,Success,In-store,M684
TXN004359,CUST4359,11/28/2024,Purchase,575.89,Debit Card,Success,Online,M300
TXN004360,CUST4360,12/12/2023,Purchase,192.99,Credit Card,Success,Online,M716
TXN004361,CUST4361,3/10/2025,Refund,68.99,Credit Card,Success,Online,M950
TXN004362,CUST4362,8/21/2024,Purchase,608.32,UPI,Success,Online,M467
TXN004363,CUST4363,3/19/2024,Purchase,766.06,UPI,Success,Online,M600
TXN004364,CUST4364,11/24/2023,Purchase,528.17,UPI,Success,Online,M973
TXN004365,CUST4365,10/21/2024,Purchase,234.5,Debit Card,Success,Online,M692
TXN004366,CUST4366,9/13/2023,Purchase,669.86,Debit Card,Success,Online,M423
TXN004367,CUST4367,3/30/2025,Purchase,89.3,Debit Card,Success,Online,M881
TXN004368,CUST4368,7/20/2024,Purchase,447.42,Credit Card,Success,Online,M454
TXN004369,CUST4369,6/19/2024,Purchase,171.73,UPI,Success,Online,M169
TXN004370,CUST4370,2/21/2024,Purchase,192.61,Cash,Success,Online,M677
TXN004371,CUST4371,7/8/2024,Purchase,210.27,Debit Card,Success,Online,M758
TXN004372,CUST4372,11/12/2024,Purchase,392.84,UPI,Success,In-store,M935
TXN004373,CUST4373,3/9/2024,Purchase,60.64,Cash,Success,Online,M249
TXN004374,CUST4374,10/18/2024,Purchase,403.82,Cash,Success,Online,M360
TXN004375,CUST4375,4/6/2025,Purchase,516.59,Credit Card,Success,Online,M837
TXN004376,CUST4376,7/4/2023,Purchase,488.46,Debit Card,Success,Online,M562
TXN004377,CUST4377,5/13/2023,Purchase,388.96,Debit Card,Success,Online,M375
TXN004378,CUST4378,7/13/2024,Purchase,840.76,Debit Card,Success,Online,M798
TXN004379,CUST4379,6/6/2023,Refund,153.87,Credit Card,Success,Online,M187
TXN004380,CUST4380,1/26/2024,Purchase,510.64,UPI,Success,In-store,M175
TXN004381,CUST4381,8/13/2023,Purchase,71.42,Cash,Failed,In-store,M165
TXN004382,CUST4382,8/10/2023,Purchase,80.44,Debit Card,Success,Online,M590
TXN004383,CUST4383,1/4/2025,Purchase,578.13,Debit Card,Success,In-store,M791
TXN004384,CUST4384,11/1/2023,Purchase,570.36,Credit Card,Success,Online,M321
TXN004385,CUST4385,2/26/2025,Purchase,879.25,UPI,Success,Online,M500
TXN004386,CUST4386,6/11/2024,Purchase,562.29,Credit Card,Failed,Online,M566
TXN004387,CUST4387,2/24/2025,Purchase,960.19,UPI,Success,Online,M112
TXN004388,CUST4388,4/9/2025,Purchase,58.21,Debit Card,Success,Online,M323
TXN004389,CUST4389,4/14/2024,Purchase,107.03,Credit Card,Success,Online,M827
TXN004390,CUST4390,10/26/2023,Purchase,53.63,UPI,Success,Online,M640
TXN004391,CUST4391,7/5/2023,Purchase,193.42,UPI,Success,In-store,M535
TXN004392,CUST4392,5/12/2024,Purchase,545.86,UPI,Success,In-store,M251
TXN004393,CUST4393,11/3/2023,Purchase,649.12,Cash,Success,Online,M463
TXN004394,CUST4394,8/21/2023,Purchase,55.13,UPI,Success,Online,M502
TXN004395,CUST4395,11/26/2023,Purchase,946.51,UPI,Success,In-store,M768
TXN004396,CUST4396,7/31/2024,Purchase,843.74,Cash,Success,Online,M574
TXN004397,CUST4397,3/26/2024,Purchase,303.65,UPI,Success,Online,M983
TXN004398,CUST4398,5/10/2023,Purchase,86.42,Credit Card,Success,Online,M541
TXN004399,CUST4399,10/7/2023,Refund,178.19,UPI,Success,Online,M206
TXN004400,CUST4400,9/28/2024,Purchase,135.67,Debit Card,Success,Online,M205
TXN004401,CUST4401,9/4/2024,Purchase,132.05,Cash,Success,Online,M264
TXN004402,CUST4402,2/7/2024,Purchase,523.38,Cash,Success,Online,M473
TXN004403,CUST4403,10/7/2023,Purchase,253.39,Cash,Success,Online,M668
TXN004404,CUST4404,12/7/2024,Purchase,364.56,Credit Card,Success,In-store,M398
TXN004405,CUST4405,6/20/2024,Purchase,989.61,Credit Card,Success,In-store,M847
TXN004406,CUST4406,11/16/2024,Purchase,687.47,Credit Card,Failed,Online,M970
TXN004407,CUST4407,5/22/2024,Purchase,949.49,Debit Card,Failed,Online,M264
TXN004408,CUST4408,12/9/2024,Purchase,151.13,UPI,Success,In-store,M310
TXN004409,CUST4409,2/22/2025,Purchase,388.32,Debit Card,Success,In-store,M312
TXN004410,CUST4410,6/14/2024,Purchase,559.18,UPI,Success,In-store,M131
TXN004411,CUST4411,2/3/2025,Purchase,85.99,Cash,Success,In-store,M915
TXN004412,CUST4412,3/6/2024,Purchase,14.15,Cash,Success,Online,M114
TXN004413,CUST4413,11/10/2023,Purchase,673.73,Cash,Success,Online,M656
TXN004414,CUST4414,3/28/2025,Purchase,645.4,UPI,Success,Online,M143
TXN004415,CUST4415,1/10/2024,Purchase,416.68,Cash,Success,Online,M470
TXN004416,CUST4416,1/10/2025,Purchase,494.75,Debit Card,Success,Online,M507
TXN004417,CUST4417,8/17/2024,Purchase,421.29,Debit Card,Failed,Online,M355
TXN004418,CUST4418,4/20/2024,Purchase,33.76,Cash,Success,Online,M132
TXN004419,CUST4419,9/19/2023,Purchase,342.02,UPI,Success,In-store,M860
TXN004420,CUST4420,8/3/2024,Purchase,185.31,Debit Card,Success,Online,M620
TXN004421,CUST4421,9/20/2023,Purchase,107.44,UPI,Success,In-store,M816
TXN004422,CUST4422,5/9/2024,Purchase,957.15,Debit Card,Success,Online,M249
TXN004423,CUST4423,1/30/2024,Purchase,603.37,UPI,Success,Online,M691
TXN004424,CUST4424,8/20/2024,Purchase,731.37,Cash,Failed,Online,M270
TXN004425,CUST4425,2/2/2025,Purchase,322.21,Debit Card,Success,Online,M743
TXN004426,CUST4426,6/29/2023,Purchase,399.22,Debit Card,Success,Online,M358
TXN004427,CUST4427,5/17/2023,Purchase,244.55,Cash,Success,Online,M752
TXN004428,CUST4428,4/26/2024,Purchase,106,Cash,Success,Online,M672
TXN004429,CUST4429,11/27/2024,Purchase,187.24,Credit Card,Success,Online,M242
TXN004430,CUST4430,10/23/2023,Purchase,799.54,UPI,Success,Online,M623
TXN004431,CUST4431,4/18/2023,Purchase,680.77,Credit Card,Success,Online,M577
TXN004432,CUST4432,10/30/2024,Purchase,551.46,UPI,Success,Online,M328
TXN004433,CUST4433,4/25/2024,Purchase,480.34,Credit Card,Success,Online,M958
TXN004434,CUST4434,3/8/2024,Purchase,923.21,Debit Card,Success,In-store,M985
TXN004435,CUST4435,8/9/2023,Refund,82.01,UPI,Failed,Online,M275
TXN004436,CUST4436,11/22/2023,Purchase,287.79,Credit Card,Success,Online,M918
TXN004437,CUST4437,3/21/2024,Purchase,356.44,Cash,Failed,In-store,M213
TXN004438,CUST4438,11/3/2023,Purchase,784.6,UPI,Success,Online,M140
TXN004439,CUST4439,1/29/2024,Purchase,992.59,Debit Card,Success,Online,M583
TXN004440,CUST4440,1/16/2025,Purchase,248.26,Credit Card,Success,Online,M799
TXN004441,CUST4441,8/9/2023,Purchase,875.56,Cash,Success,In-store,M833
TXN004442,CUST4442,2/17/2024,Purchase,832.32,Credit Card,Success,In-store,M634
TXN004443,CUST4443,8/1/2023,Purchase,232.41,Credit Card,Success,Online,M637
TXN004444,CUST4444,9/8/2024,Purchase,405.34,Debit Card,Success,In-store,M307
TXN004445,CUST4445,12/25/2024,Refund,415.58,UPI,Success,Online,M185
TXN004446,CUST4446,3/22/2024,Refund,978.44,Debit Card,Success,Online,M275
TXN004447,CUST4447,4/29/2024,Purchase,189.08,UPI,Success,Online,M751
TXN004448,CUST4448,8/26/2023,Purchase,801.17,Cash,Success,Online,M551
TXN004449,CUST4449,1/21/2024,Purchase,340.85,UPI,Success,Online,M335
TXN004450,CUST4450,12/24/2024,Purchase,733.56,UPI,Success,Online,M833
TXN004451,CUST4451,9/12/2023,Refund,425.81,Credit Card,Success,In-store,M537
TXN004452,CUST4452,12/24/2023,Purchase,582.58,UPI,Success,Online,M461
TXN004453,CUST4453,5/4/2024,Purchase,834.29,Cash,Success,Online,M880
TXN004454,CUST4454,5/18/2023,Purchase,806.12,Credit Card,Success,Online,M397
TXN004455,CUST4455,5/19/2024,Purchase,867.76,Debit Card,Success,In-store,M657
TXN004456,CUST4456,5/23/2024,Purchase,69.02,Cash,Success,In-store,M457
TXN004457,CUST4457,6/11/2023,Purchase,695.13,Cash,Success,In-store,M252
TXN004458,CUST4458,11/3/2023,Purchase,148.59,UPI,Success,Online,M288
TXN004459,CUST4459,12/25/2024,Purchase,421.66,Credit Card,Success,In-store,M102
TXN004460,CUST4460,9/15/2024,Purchase,553.1,Debit Card,Success,Online,M583
TXN004461,CUST4461,4/14/2024,Purchase,408.71,Debit Card,Success,Online,M236
TXN004462,CUST4462,3/23/2024,Purchase,524.42,Credit Card,Success,Online,M106
TXN004463,CUST4463,6/3/2024,Purchase,996.56,UPI,Success,In-store,M165
TXN004464,CUST4464,1/30/2024,Purchase,143.87,Cash,Success,In-store,M731
TXN004465,CUST4465,1/10/2025,Purchase,678.7,UPI,Success,Online,M559
TXN004466,CUST4466,6/30/2023,Purchase,402.04,Debit Card,Success,Online,M965
TXN004467,CUST4467,5/14/2023,Purchase,141.68,UPI,Success,Online,M123
TXN004468,CUST4468,7/7/2023,Refund,167.15,UPI,Success,Online,M663
TXN004469,CUST4469,3/12/2024,Purchase,949.78,UPI,Success,In-store,M402
TXN004470,CUST4470,12/10/2024,Purchase,880.81,Credit Card,Success,In-store,M241
TXN004471,CUST4471,5/4/2023,Purchase,907.97,Cash,Failed,Online,M657
TXN004472,CUST4472,3/16/2024,Purchase,991.62,Credit Card,Success,Online,M581
TXN004473,CUST4473,9/28/2023,Purchase,216.23,Cash,Success,In-store,M359
TXN004474,CUST4474,10/22/2024,Purchase,361.88,Credit Card,Success,Online,M949
TXN004475,CUST4475,9/3/2024,Purchase,672.53,Cash,Success,Online,M789
TXN004476,CUST4476,3/2/2024,Purchase,488.96,UPI,Success,Online,M171
TXN004477,CUST4477,9/26/2023,Purchase,424.21,UPI,Success,In-store,M547
TXN004478,CUST4478,6/24/2024,Purchase,364.23,Cash,Success,Online,M798
TXN004479,CUST4479,1/26/2025,Purchase,597.84,Credit Card,Success,Online,M833
TXN004480,CUST4480,5/21/2023,Purchase,579.84,Cash,Success,In-store,M264
TXN004481,CUST4481,5/17/2023,Refund,169.84,UPI,Success,In-store,M601
TXN004482,CUST4482,11/25/2023,Purchase,477.02,Cash,Success,In-store,M727
TXN004483,CUST4483,12/6/2024,Refund,557.94,Cash,Success,Online,M814
TXN004484,CUST4484,5/19/2024,Refund,574.58,Credit Card,Success,Online,M540
TXN004485,CUST4485,1/6/2025,Refund,218.01,UPI,Success,Online,M880
TXN004486,CUST4486,3/13/2025,Purchase,744.85,Credit Card,Failed,Online,M314
TXN004487,CUST4487,3/24/2024,Purchase,34.95,Credit Card,Success,In-store,M744
TXN004488,CUST4488,11/6/2024,Purchase,361.28,Credit Card,Failed,Online,M505
TXN004489,CUST4489,3/6/2024,Purchase,782.41,UPI,Success,Online,M434
TXN004490,CUST4490,6/28/2024,Refund,568.25,Credit Card,Success,In-store,M167
TXN004491,CUST4491,6/20/2023,Purchase,268.55,Debit Card,Success,Online,M260
TXN004492,CUST4492,6/22/2023,Purchase,698,Credit Card,Success,In-store,M739
TXN004493,CUST4493,10/6/2024,Purchase,571.72,Debit Card,Success,In-store,M848
TXN004494,CUST4494,4/24/2023,Purchase,798.28,Cash,Failed,Online,M848
TXN004495,CUST4495,5/16/2023,Purchase,737.67,Credit Card,Success,In-store,M435
TXN004496,CUST4496,5/8/2023,Purchase,614.01,Cash,Success,Online,M461
TXN004497,CUST4497,11/20/2023,Purchase,493.3,Cash,Success,Online,M439
TXN004498,CUST4498,5/24/2024,Purchase,141.85,Debit Card,Success,In-store,M193
TXN004499,CUST4499,7/22/2024,Purchase,268.72,UPI,Success,Online,M800
TXN004500,CUST4500,2/10/2025,Purchase,424.91,UPI,Success,Online,M826
TXN004501,CUST4501,2/28/2024,Purchase,603.31,UPI,Success,Online,M119
TXN004502,CUST4502,6/9/2023,Purchase,518.57,Debit Card,Failed,In-store,M118
TXN004503,CUST4503,4/11/2025,Refund,295.3,Cash,Success,Online,M472
TXN004504,CUST4504,10/7/2024,Purchase,16.4,UPI,Success,Online,M182
TXN004505,CUST4505,11/16/2023,Purchase,501.28,Credit Card,Success,Online,M133
TXN004506,CUST4506,4/16/2024,Purchase,292.77,Debit Card,Success,Online,M625
TXN004507,CUST4507,5/29/2023,Purchase,737.26,Credit Card,Success,Online,M217
TXN004508,CUST4508,1/20/2025,Purchase,33.71,Credit Card,Success,Online,M733
TXN004509,CUST4509,5/25/2023,Purchase,588.98,Credit Card,Success,Online,M410
TXN004510,CUST4510,8/14/2023,Refund,942.06,UPI,Success,In-store,M805
TXN004511,CUST4511,1/24/2024,Purchase,182.67,Debit Card,Success,Online,M650
TXN004512,CUST4512,12/14/2024,Purchase,476.93,Credit Card,Success,Online,M887
TXN004513,CUST4513,12/20/2023,Purchase,100.51,Credit Card,Success,Online,M362
TXN004514,CUST4514,2/21/2024,Purchase,629.43,Credit Card,Success,In-store,M827
TXN004515,CUST4515,10/6/2023,Purchase,555.03,Debit Card,Success,Online,M231
TXN004516,CUST4516,3/23/2024,Purchase,413.29,Debit Card,Success,Online,M231
TXN004517,CUST4517,5/11/2023,Purchase,526.16,Cash,Success,Online,M539
TXN004518,CUST4518,9/24/2024,Purchase,897.61,Credit Card,Success,Online,M998
TXN004519,CUST4519,6/25/2023,Purchase,204.33,Cash,Success,Online,M277
TXN004520,CUST4520,12/6/2024,Purchase,32.34,Cash,Success,In-store,M312
TXN004521,CUST4521,8/25/2024,Purchase,863.05,UPI,Success,Online,M806
TXN004522,CUST4522,7/23/2023,Purchase,581.35,Cash,Failed,Online,M148
TXN004523,CUST4523,8/20/2024,Refund,891.75,UPI,Success,Online,M113
TXN004524,CUST4524,4/26/2023,Purchase,600.98,Cash,Success,Online,M314
TXN004525,CUST4525,4/1/2024,Purchase,812.06,UPI,Success,Online,M528
TXN004526,CUST4526,2/12/2025,Purchase,435.38,Cash,Success,Online,M110
TXN004527,CUST4527,7/24/2023,Purchase,752.36,Debit Card,Success,Online,M562
TXN004528,CUST4528,9/30/2024,Purchase,913.91,Debit Card,Success,Online,M237
TXN004529,CUST4529,10/29/2024,Purchase,576.4,UPI,Success,Online,M232
TXN004530,CUST4530,1/19/2025,Purchase,188.98,Cash,Success,Online,M346
TXN004531,CUST4531,8/16/2024,Purchase,276.11,Cash,Success,Online,M429
TXN004532,CUST4532,11/4/2024,Purchase,206.66,Credit Card,Success,In-store,M139
TXN004533,CUST4533,7/8/2024,Purchase,254.39,Debit Card,Success,In-store,M257
TXN004534,CUST4534,12/23/2024,Purchase,313.35,Credit Card,Success,Online,M863
TXN004535,CUST4535,1/25/2024,Purchase,559.58,UPI,Success,Online,M769
TXN004536,CUST4536,9/14/2024,Purchase,592.11,Debit Card,Success,Online,M641
TXN004537,CUST4537,6/1/2023,Purchase,432.23,Debit Card,Success,In-store,M336
TXN004538,CUST4538,7/7/2023,Purchase,619.27,Cash,Success,Online,M102
TXN004539,CUST4539,6/13/2023,Refund,90.76,UPI,Success,Online,M822
TXN004540,CUST4540,6/29/2024,Purchase,96.91,UPI,Success,Online,M294
TXN004541,CUST4541,12/8/2024,Purchase,180.11,UPI,Success,In-store,M785
TXN004542,CUST4542,4/10/2024,Refund,522.9,Credit Card,Success,Online,M378
TXN004543,CUST4543,12/13/2024,Purchase,221.85,Debit Card,Failed,Online,M799
TXN004544,CUST4544,6/19/2024,Purchase,290.45,UPI,Success,In-store,M245
TXN004545,CUST4545,6/2/2023,Purchase,406.31,Debit Card,Success,In-store,M998
TXN004546,CUST4546,9/7/2024,Purchase,813.75,Credit Card,Success,In-store,M938
TXN004547,CUST4547,7/9/2024,Purchase,23.72,Cash,Success,Online,M755
TXN004548,CUST4548,6/22/2023,Purchase,652.89,UPI,Failed,In-store,M381
TXN004549,CUST4549,11/29/2023,Purchase,672.19,Credit Card,Success,Online,M302
TXN004550,CUST4550,4/1/2025,Purchase,800.67,Credit Card,Success,Online,M567
TXN004551,CUST4551,1/25/2025,Purchase,933.43,Cash,Success,In-store,M438
TXN004552,CUST4552,9/28/2023,Purchase,29.94,Cash,Success,Online,M926
TXN004553,CUST4553,4/17/2023,Purchase,162.25,UPI,Success,In-store,M309
TXN004554,CUST4554,5/25/2023,Purchase,887.31,Cash,Success,Online,M688
TXN004555,CUST4555,9/13/2023,Purchase,463.93,Debit Card,Success,In-store,M217
TXN004556,CUST4556,1/17/2024,Purchase,568.94,Cash,Success,In-store,M545
TXN004557,CUST4557,2/11/2024,Purchase,666.4,Cash,Success,In-store,M885
TXN004558,CUST4558,5/1/2023,Purchase,682.28,UPI,Success,Online,M686
TXN004559,CUST4559,9/21/2024,Purchase,932.42,Credit Card,Success,Online,M244
TXN004560,CUST4560,1/4/2024,Purchase,996.98,Credit Card,Success,Online,M969
TXN004561,CUST4561,7/28/2023,Purchase,722.96,UPI,Success,Online,M673
TXN004562,CUST4562,6/19/2023,Refund,294.35,UPI,Success,In-store,M130
TXN004563,CUST4563,12/22/2024,Purchase,880.95,Credit Card,Success,In-store,M985
TXN004564,CUST4564,10/17/2024,Purchase,58.73,Credit Card,Success,In-store,M720
TXN004565,CUST4565,8/15/2023,Purchase,238.77,UPI,Success,In-store,M214
TXN004566,CUST4566,11/27/2024,Purchase,898.41,Cash,Success,Online,M992
TXN004567,CUST4567,3/10/2025,Purchase,263.63,Credit Card,Success,Online,M525
TXN004568,CUST4568,8/24/2024,Purchase,228.44,Cash,Success,Online,M826
TXN004569,CUST4569,6/24/2023,Purchase,146.74,Credit Card,Success,Online,M505
TXN004570,CUST4570,2/23/2024,Purchase,860.52,Cash,Success,Online,M326
TXN004571,CUST4571,9/13/2023,Purchase,505.06,Credit Card,Success,Online,M226
TXN004572,CUST4572,3/11/2024,Purchase,678.14,Debit Card,Success,Online,M532
TXN004573,CUST4573,7/26/2024,Purchase,246.68,Cash,Success,In-store,M960
TXN004574,CUST4574,8/15/2024,Purchase,760.46,UPI,Failed,In-store,M903
TXN004575,CUST4575,2/3/2024,Purchase,762.41,Credit Card,Success,Online,M536
TXN004576,CUST4576,1/31/2025,Purchase,319.47,Debit Card,Failed,Online,M726
TXN004577,CUST4577,11/29/2023,Purchase,416.58,UPI,Success,Online,M494
TXN004578,CUST4578,12/22/2023,Purchase,217.59,Credit Card,Success,Online,M956
TXN004579,CUST4579,5/25/2023,Purchase,976.8,UPI,Success,In-store,M671
TXN004580,CUST4580,8/7/2024,Purchase,649.15,Cash,Success,Online,M582
TXN004581,CUST4581,1/10/2025,Purchase,935.2,Credit Card,Success,Online,M844
TXN004582,CUST4582,5/21/2024,Refund,310.35,Credit Card,Success,In-store,M792
TXN004583,CUST4583,12/12/2023,Purchase,784.07,Debit Card,Success,Online,M412
TXN004584,CUST4584,9/15/2023,Purchase,768.2,Debit Card,Success,Online,M109
TXN004585,CUST4585,8/13/2023,Purchase,694.74,Cash,Success,Online,M354
TXN004586,CUST4586,10/4/2024,Purchase,965.98,Credit Card,Failed,Online,M311
TXN004587,CUST4587,5/6/2023,Purchase,399.62,UPI,Failed,In-store,M978
TXN004588,CUST4588,12/24/2023,Purchase,139.41,Debit Card,Success,Online,M101
TXN004589,CUST4589,11/9/2023,Purchase,674.99,Cash,Success,Online,M360
TXN004590,CUST4590,3/13/2024,Purchase,732.02,UPI,Failed,Online,M482
TXN004591,CUST4591,10/26/2024,Purchase,579.31,Debit Card,Success,Online,M385
TXN004592,CUST4592,8/15/2023,Purchase,214.75,Credit Card,Success,In-store,M358
TXN004593,CUST4593,1/25/2024,Purchase,509.41,Credit Card,Success,Online,M165
TXN004594,CUST4594,5/19/2023,Purchase,319.07,Credit Card,Success,Online,M119
TXN004595,CUST4595,11/10/2023,Purchase,433.19,Cash,Success,Online,M498
TXN004596,CUST4596,6/29/2023,Purchase,648.77,Credit Card,Success,In-store,M201
TXN004597,CUST4597,4/4/2025,Purchase,747.76,UPI,Success,Online,M546
TXN004598,CUST4598,4/13/2024,Purchase,239.9,Credit Card,Success,In-store,M500
TXN004599,CUST4599,9/11/2024,Purchase,411.27,Debit Card,Success,Online,M370
TXN004600,CUST4600,5/14/2023,Purchase,276.47,UPI,Success,In-store,M694
TXN004601,CUST4601,10/17/2024,Purchase,206.65,UPI,Success,In-store,M575
TXN004602,CUST4602,6/21/2024,Purchase,785.55,Cash,Success,Online,M104
TXN004603,CUST4603,7/15/2023,Purchase,910.16,Credit Card,Failed,Online,M131
TXN004604,CUST4604,10/5/2024,Purchase,376.53,Credit Card,Success,In-store,M802
TXN004605,CUST4605,1/2/2025,Purchase,753.77,UPI,Success,Online,M659
TXN004606,CUST4606,9/23/2024,Purchase,898.03,Credit Card,Success,In-store,M394
TXN004607,CUST4607,6/17/2023,Purchase,847.66,UPI,Success,In-store,M397
TXN004608,CUST4608,5/9/2024,Refund,190.99,Cash,Success,Online,M907
TXN004609,CUST4609,2/5/2024,Purchase,956.73,Debit Card,Success,Online,M852
TXN004610,CUST4610,3/2/2025,Purchase,382.91,UPI,Success,Online,M439
TXN004611,CUST4611,2/3/2024,Purchase,345.85,Cash,Success,Online,M665
TXN004612,CUST4612,10/28/2024,Purchase,71.81,Cash,Success,In-store,M128
TXN004613,CUST4613,5/10/2023,Purchase,491.31,Cash,Success,Online,M202
TXN004614,CUST4614,1/15/2025,Purchase,117.92,UPI,Success,In-store,M437
